student_id,age,gender,school_type,location,math_score,english_score,science_score,history_score,attendance_rate,study_hours_per_week,parental_education_level,household_income,internet_access,recommended_stream,parental_career,extracurricular_activity,interest
S0245,17,Female,Public,Rural,58,78,87,72,72,27,Secondary,8776,Yes,Business,Healthcare,Entrepreneurship Club,Healthcare
S0246,17,Male,Public,Rural,50,39,53,86,43,30,Primary,4675,No,Humanities,Business,None,Healthcare
S0247,18,Female,Private,Urban,87,46,92,90,64,20,Tertiary,7068,Yes,Humanities,Technology,Science Club,Humanities
S0248,15,Male,Public,Urban,50,62,74,97,59,30,Tertiary,7864,No,Arts,Arts,Sports,Business
S0249,18,Female,Public,Urban,55,43,82,59,73,10,Tertiary,3282,No,Humanities,Arts,Science Club,STEM
S0250,17,Female,Private,Urban,94,38,64,53,65,12,Secondary,9526,Yes,STEM,Education,Entrepreneurship Club,Business
S0251,15,Male,Public,Urban,67,62,73,64,44,14,Primary,2709,No,Humanities,Arts,None,Business
S0252,18,Male,Private,Rural,59,87,70,74,74,15,Primary,7575,No,STEM,Education,Entrepreneurship Club,STEM
S0253,18,Male,Public,Rural,81,93,92,45,67,9,Tertiary,7530,Yes,Humanities,Business,Entrepreneurship Club,Healthcare
S0254,17,Female,Private,Rural,53,41,49,52,68,22,Primary,6744,Yes,Arts,Healthcare,Sports,Humanities
S0255,15,Male,Public,Rural,44,48,42,100,48,4,Tertiary,6413,Yes,Healthcare,Business,Science Club,Arts
S0256,17,Male,Private,Urban,66,69,68,60,91,14,Secondary,5748,No,STEM,Technology,Science Club,Humanities
S0257,15,Female,Private,Rural,79,50,65,42,77,16,Secondary,9392,Yes,Arts,Technology,Sports,STEM
S0258,19,Male,Public,Rural,45,85,88,53,89,6,Tertiary,9986,Yes,Business,Healthcare,Sports,Humanities
S0259,16,Male,Public,Rural,61,89,67,55,45,25,Secondary,7353,No,STEM,Business,Entrepreneurship Club,Business
S0260,16,Male,Private,Urban,74,81,65,94,58,11,Secondary,6779,No,Business,Education,Music,STEM
S0261,16,Female,Private,Rural,48,57,83,68,83,22,Primary,2663,Yes,Business,Healthcare,Science Club,STEM
S0262,17,Female,Public,Urban,50,50,89,52,50,25,Tertiary,3998,Yes,Arts,Healthcare,Entrepreneurship Club,Healthcare
S0263,19,Male,Public,Urban,47,62,64,76,41,14,Primary,9994,Yes,Business,Business,Sports,Healthcare
S0264,15,Male,Private,Urban,100,82,93,53,86,16,Tertiary,5445,Yes,Arts,Business,Science Club,Humanities
S0265,18,Female,Public,Rural,66,76,84,93,83,15,Primary,5743,Yes,Healthcare,Education,Sports,STEM
S0266,15,Female,Public,Rural,80,74,54,73,83,8,Primary,7727,No,Healthcare,Arts,Science Club,Humanities
S0267,18,Female,Public,Rural,37,100,58,48,48,15,Secondary,3495,Yes,STEM,Business,Entrepreneurship Club,Humanities
S0268,15,Male,Private,Rural,87,99,60,84,60,6,Primary,5304,No,STEM,Education,Sports,Arts
S0269,19,Male,Public,Rural,91,52,38,51,63,20,Primary,5763,No,Arts,Education,Music,Humanities
S0270,18,Female,Private,Urban,62,70,38,88,73,19,Tertiary,7232,Yes,STEM,Business,Science Club,Humanities
S0271,17,Female,Public,Urban,73,93,70,51,61,19,Tertiary,3853,Yes,Arts,Education,Science Club,STEM
S0272,15,Male,Private,Urban,59,88,77,100,42,19,Secondary,7616,No,Business,Arts,Entrepreneurship Club,STEM
S0273,15,Male,Private,Rural,55,66,70,68,51,6,Tertiary,8585,No,Business,Healthcare,None,Humanities
S0274,18,Female,Public,Urban,39,50,62,86,67,23,Tertiary,6659,No,Healthcare,Education,Music,STEM
S0275,17,Female,Private,Urban,63,57,71,98,69,14,Tertiary,3291,No,Healthcare,Arts,Music,Humanities
S0276,17,Male,Public,Urban,55,59,61,64,65,26,Primary,5581,No,Healthcare,Arts,Science Club,Arts
S0277,19,Female,Public,Rural,80,67,90,62,87,23,Secondary,9974,Yes,STEM,Technology,None,Healthcare
S0278,17,Male,Public,Urban,100,46,67,61,60,26,Tertiary,5457,No,Humanities,Business,Music,Humanities
S0279,17,Male,Public,Urban,75,87,77,74,67,15,Primary,9554,No,Humanities,Technology,Music,Humanities
S0280,17,Female,Private,Rural,81,86,60,61,95,20,Primary,9280,No,Business,Technology,Entrepreneurship Club,Humanities
S0281,16,Female,Private,Rural,77,56,90,78,65,25,Tertiary,3636,No,Arts,Education,Science Club,Business
S0282,19,Male,Private,Rural,51,59,71,58,72,7,Primary,5696,No,Business,Arts,None,STEM
S0283,15,Male,Private,Urban,96,98,46,65,60,25,Primary,4999,No,Arts,Education,Sports,STEM
S0284,18,Female,Public,Urban,58,81,100,59,74,12,Primary,5152,No,Arts,Technology,None,STEM
S0285,15,Male,Private,Urban,59,62,85,87,91,18,Primary,2698,Yes,Business,Business,None,Healthcare
S0286,19,Female,Private,Urban,42,53,57,46,73,30,Primary,4160,Yes,Arts,Healthcare,Science Club,STEM
S0287,18,Male,Public,Urban,89,65,84,84,80,22,Secondary,6097,No,STEM,Healthcare,Music,Healthcare
S0288,19,Male,Private,Urban,66,88,74,46,90,22,Primary,6737,No,Arts,Education,Music,Humanities
S0289,17,Female,Private,Rural,92,67,40,39,86,6,Secondary,8363,No,Business,Healthcare,Sports,Healthcare
S0290,18,Female,Private,Rural,86,53,71,79,57,28,Primary,7685,Yes,Healthcare,Arts,Science Club,Business
S0291,17,Female,Private,Rural,100,63,81,98,50,20,Primary,2854,No,Business,Business,Sports,Business
S0292,15,Female,Private,Rural,49,78,53,72,62,14,Tertiary,7855,No,Business,Arts,Music,STEM
S0293,15,Female,Public,Urban,48,81,39,71,87,6,Tertiary,9392,Yes,Humanities,Arts,Entrepreneurship Club,STEM
S0294,18,Female,Private,Rural,64,100,94,51,61,8,Tertiary,8528,No,STEM,Education,Entrepreneurship Club,STEM
S0295,18,Male,Public,Rural,89,64,55,94,56,22,Primary,5474,Yes,Arts,Technology,Science Club,Healthcare
S0296,19,Male,Public,Urban,76,68,54,45,44,7,Primary,7757,No,STEM,Technology,Music,STEM
S0297,19,Female,Private,Urban,42,90,53,84,83,25,Secondary,7249,No,Healthcare,Education,None,Healthcare
S0298,17,Male,Public,Rural,49,41,57,60,50,12,Primary,7172,Yes,Arts,Education,None,Arts
S0299,18,Male,Private,Rural,73,61,53,53,69,22,Secondary,3707,Yes,Humanities,Arts,Entrepreneurship Club,Healthcare
S0300,15,Male,Public,Rural,86,95,91,61,54,27,Secondary,4777,Yes,Humanities,Education,Music,Healthcare
S0301,19,Male,Public,Urban,74,43,95,78,66,9,Primary,7791,Yes,STEM,Arts,None,Arts
S0302,19,Male,Public,Rural,91,50,47,79,74,21,Secondary,3733,Yes,STEM,Education,Entrepreneurship Club,Business
S0303,15,Male,Private,Rural,64,88,91,43,72,13,Secondary,7535,Yes,STEM,Technology,Science Club,Arts
S0304,19,Male,Public,Urban,54,70,76,74,59,4,Secondary,8390,No,Humanities,Healthcare,None,Humanities
S0305,17,Female,Public,Urban,75,81,62,62,55,15,Tertiary,6931,No,STEM,Education,Music,STEM
S0306,18,Male,Private,Urban,47,90,39,53,73,14,Tertiary,5510,Yes,Humanities,Technology,Music,Business
S0307,15,Female,Public,Rural,76,73,58,95,41,28,Primary,2202,No,Arts,Technology,Science Club,Arts
S0308,18,Female,Private,Urban,62,46,40,55,74,25,Tertiary,5255,No,Arts,Education,Music,Healthcare
S0309,19,Female,Public,Rural,46,81,68,60,79,18,Secondary,6218,No,Arts,Business,Sports,STEM
S0310,19,Female,Public,Urban,39,89,95,85,95,21,Primary,6496,No,Business,Healthcare,None,Healthcare
S0311,15,Male,Public,Rural,53,58,36,40,67,26,Primary,2766,Yes,Humanities,Arts,Music,Arts
S0312,17,Male,Public,Urban,86,61,73,86,86,27,Tertiary,6389,Yes,Arts,Technology,Music,Humanities
S0313,16,Male,Private,Urban,44,96,73,99,78,17,Secondary,4327,Yes,STEM,Arts,Entrepreneurship Club,Humanities
S0314,15,Male,Private,Urban,83,86,46,49,45,17,Primary,4931,Yes,Arts,Arts,Entrepreneurship Club,Arts
S0315,16,Female,Private,Urban,72,81,57,87,48,5,Secondary,9777,No,Humanities,Technology,Sports,STEM
S0316,16,Male,Private,Urban,38,60,69,80,59,28,Secondary,2197,Yes,STEM,Business,Music,Healthcare
S0317,17,Male,Public,Rural,58,49,80,55,40,7,Tertiary,9125,Yes,STEM,Arts,Entrepreneurship Club,Business
S0318,16,Male,Public,Urban,79,91,39,96,47,8,Secondary,3930,Yes,Business,Education,Music,Business
S0319,16,Female,Private,Rural,76,49,54,63,94,23,Tertiary,5582,Yes,Healthcare,Healthcare,Music,Humanities
S0320,17,Female,Public,Urban,64,93,81,64,62,23,Secondary,8895,No,STEM,Arts,Sports,Arts
S0321,16,Female,Private,Rural,100,49,50,69,42,17,Secondary,8287,No,Healthcare,Technology,Entrepreneurship Club,Humanities
S0322,16,Female,Private,Urban,90,50,72,69,43,23,Tertiary,2608,No,Healthcare,Education,None,Healthcare
S0323,16,Male,Private,Urban,86,45,83,94,64,10,Secondary,5272,Yes,Humanities,Business,None,STEM
S0324,15,Male,Public,Rural,48,62,41,68,86,24,Tertiary,3147,Yes,Healthcare,Education,None,Humanities
S0325,15,Male,Public,Rural,60,100,96,69,77,21,Tertiary,6282,No,Business,Business,Entrepreneurship Club,STEM
S0326,15,Male,Public,Urban,80,65,88,93,54,13,Secondary,5397,Yes,STEM,Education,Music,Healthcare
S0327,17,Male,Private,Urban,55,84,55,91,60,24,Primary,4511,Yes,Arts,Business,Music,Healthcare
S0328,19,Female,Public,Rural,64,78,69,49,74,8,Primary,9516,No,Humanities,Healthcare,None,Humanities
S0329,16,Male,Private,Rural,82,81,81,85,92,31,Secondary,3794,No,Humanities,Technology,Sports,Healthcare
S0330,16,Female,Public,Urban,45,59,56,62,92,18,Tertiary,2659,No,Arts,Healthcare,Entrepreneurship Club,Business
S0331,17,Male,Public,Rural,90,42,90,62,85,16,Tertiary,4811,Yes,Humanities,Education,Entrepreneurship Club,Business
S0332,16,Female,Private,Urban,57,92,67,62,91,13,Secondary,9098,Yes,STEM,Business,None,Healthcare
S0333,15,Female,Private,Rural,95,44,67,84,53,22,Primary,8051,Yes,Business,Education,Science Club,Arts
S0334,19,Male,Private,Urban,67,86,58,55,75,29,Primary,8546,Yes,Business,Healthcare,Sports,Business
S0335,18,Female,Private,Urban,67,50,64,75,51,27,Tertiary,3369,No,STEM,Arts,None,Business
S0336,16,Male,Public,Urban,60,86,91,77,56,22,Secondary,3986,No,STEM,Education,Music,Humanities
S0337,15,Female,Public,Urban,72,85,72,62,78,29,Primary,7630,No,Humanities,Technology,None,STEM
S0338,18,Female,Public,Urban,66,82,72,83,48,29,Tertiary,2146,No,STEM,Education,None,Humanities
S0339,19,Male,Private,Urban,100,58,56,55,74,13,Tertiary,5219,No,Arts,Education,Music,Arts
S0340,18,Male,Public,Urban,71,78,92,53,52,23,Tertiary,4911,Yes,Healthcare,Technology,None,STEM
S0341,15,Male,Public,Urban,51,100,86,45,54,17,Primary,3734,Yes,STEM,Healthcare,Science Club,Business
S0342,18,Male,Public,Rural,50,54,58,90,57,9,Primary,3843,Yes,Arts,Arts,Sports,Arts
S0343,17,Male,Private,Urban,49,43,72,62,90,26,Primary,2488,Yes,STEM,Arts,Music,Healthcare
S0344,18,Female,Private,Rural,51,50,71,68,72,11,Primary,4976,Yes,Humanities,Technology,Science Club,STEM
S0345,16,Male,Public,Urban,79,44,85,45,45,31,Tertiary,3959,Yes,Humanities,Healthcare,Sports,Humanities
S0346,16,Female,Public,Urban,54,41,99,58,66,15,Secondary,7759,No,Arts,Business,Sports,STEM
S0347,17,Male,Public,Urban,98,50,49,57,62,27,Tertiary,8694,No,Business,Technology,Science Club,Humanities
S0348,15,Female,Public,Rural,50,44,93,60,66,14,Primary,4385,Yes,STEM,Business,Science Club,Healthcare
S0349,16,Male,Public,Urban,59,80,74,62,73,27,Secondary,4919,No,STEM,Healthcare,Music,Arts
S0350,19,Male,Public,Urban,78,39,98,51,95,24,Secondary,6736,No,Healthcare,Business,Entrepreneurship Club,Business
S0351,16,Male,Public,Urban,97,61,70,78,85,3,Secondary,3802,No,Healthcare,Education,Entrepreneurship Club,Business
S0352,16,Male,Private,Urban,48,90,95,80,77,12,Secondary,8616,Yes,Healthcare,Education,Music,Humanities
S0353,15,Female,Public,Urban,97,86,79,52,53,6,Tertiary,8065,Yes,Arts,Arts,None,Humanities
S0354,18,Male,Public,Rural,97,83,75,72,75,6,Secondary,8294,No,Humanities,Business,Entrepreneurship Club,Healthcare
S0355,16,Male,Public,Urban,59,73,72,96,92,20,Tertiary,7534,No,Arts,Healthcare,None,Healthcare
S0356,17,Male,Public,Urban,89,73,40,86,47,10,Secondary,6061,Yes,Business,Technology,Music,Business
S0357,18,Female,Private,Rural,66,63,39,80,74,14,Secondary,5369,Yes,STEM,Healthcare,Music,Arts
S0358,19,Female,Private,Urban,89,35,70,70,58,24,Tertiary,7730,No,STEM,Business,Science Club,STEM
S0359,15,Male,Public,Urban,70,92,86,83,69,28,Secondary,2262,No,Business,Arts,None,Arts
S0360,19,Female,Public,Rural,63,42,51,71,53,24,Primary,7883,Yes,Arts,Education,Music,Arts
S0361,18,Male,Public,Rural,55,76,84,90,59,20,Secondary,8287,Yes,Humanities,Business,Entrepreneurship Club,STEM
S0362,18,Female,Private,Urban,87,67,67,85,88,22,Primary,8489,No,Healthcare,Healthcare,Music,STEM
S0363,18,Male,Public,Rural,74,94,75,61,64,20,Secondary,2623,No,Business,Arts,None,Humanities
S0364,19,Male,Private,Rural,93,87,45,52,79,18,Secondary,3016,No,Business,Business,Music,Humanities
S0365,18,Male,Private,Urban,90,87,86,72,63,22,Tertiary,5643,Yes,STEM,Education,Sports,Healthcare
S0366,19,Female,Private,Urban,92,78,75,88,53,22,Primary,6976,Yes,Healthcare,Education,Entrepreneurship Club,Business
S0367,18,Female,Private,Urban,90,47,100,76,65,23,Primary,4049,No,Arts,Business,Sports,Humanities
S0368,17,Female,Private,Rural,55,72,97,98,77,21,Tertiary,9040,Yes,Humanities,Arts,Entrepreneurship Club,Arts
S0369,18,Male,Public,Urban,73,46,92,51,62,7,Secondary,7423,Yes,Business,Business,None,Arts
S0370,19,Male,Private,Rural,97,85,91,77,61,27,Primary,8397,No,Arts,Business,Entrepreneurship Club,Healthcare
S0371,16,Male,Public,Rural,68,93,75,53,87,17,Primary,5723,No,Business,Business,Music,Business
S0372,18,Male,Public,Urban,65,56,100,55,58,18,Secondary,6548,Yes,Arts,Education,Science Club,Humanities
S0373,16,Female,Public,Rural,97,70,74,73,85,14,Primary,5108,Yes,Humanities,Healthcare,Entrepreneurship Club,STEM
S0374,17,Female,Private,Urban,74,48,62,49,90,12,Primary,7279,No,Healthcare,Technology,Sports,STEM
S0375,15,Male,Public,Rural,88,56,75,75,42,26,Primary,6090,No,STEM,Business,Music,Business
S0376,17,Male,Private,Urban,56,45,78,67,81,26,Primary,9158,No,Healthcare,Healthcare,None,Business
S0377,18,Male,Private,Urban,76,86,96,37,58,12,Primary,4056,No,Humanities,Business,Entrepreneurship Club,Business
S0378,16,Female,Private,Rural,86,96,63,60,48,5,Tertiary,9400,No,Business,Technology,Entrepreneurship Club,STEM
S0379,16,Female,Private,Urban,61,60,76,49,67,30,Secondary,5170,Yes,STEM,Business,Music,STEM
S0380,19,Female,Public,Urban,64,41,51,49,59,16,Secondary,3682,No,Humanities,Healthcare,Music,Healthcare
S0381,16,Male,Private,Rural,53,84,45,80,84,19,Secondary,8959,No,Arts,Education,Science Club,Healthcare
S0382,19,Male,Private,Urban,57,95,77,49,46,6,Tertiary,4255,No,STEM,Arts,Sports,Healthcare
S0383,15,Male,Private,Urban,44,94,90,98,53,9,Secondary,3154,Yes,Humanities,Business,Entrepreneurship Club,Humanities
S0384,18,Male,Private,Urban,86,56,42,99,48,21,Tertiary,6499,No,Arts,Education,Entrepreneurship Club,Arts
S0385,19,Female,Private,Urban,74,65,38,65,94,8,Secondary,8295,No,Arts,Business,Science Club,Arts
S0386,15,Male,Private,Rural,85,54,87,77,58,4,Primary,8197,Yes,Arts,Education,None,Humanities
S0387,16,Male,Private,Rural,43,73,57,76,86,7,Tertiary,5191,No,Arts,Healthcare,Music,Healthcare
S0388,16,Female,Public,Urban,65,46,62,82,91,27,Secondary,3696,No,Business,Technology,Sports,Arts
S0389,15,Female,Public,Rural,80,69,66,57,53,16,Primary,5991,Yes,Arts,Arts,Science Club,Business
S0390,16,Female,Private,Rural,67,77,47,86,95,12,Tertiary,6723,Yes,Healthcare,Healthcare,Entrepreneurship Club,Business
S0391,15,Female,Public,Rural,55,100,100,85,77,18,Secondary,6682,Yes,Healthcare,Technology,Music,Healthcare
S0392,19,Female,Public,Rural,61,71,57,70,92,10,Secondary,3648,Yes,Healthcare,Business,Music,Healthcare
S0393,19,Female,Private,Urban,58,95,64,47,75,13,Primary,7539,Yes,Business,Business,Science Club,STEM
S0394,15,Female,Private,Urban,81,89,69,67,79,25,Tertiary,3445,Yes,Arts,Education,Sports,Healthcare
S0395,19,Female,Private,Rural,67,69,85,42,56,22,Primary,6199,No,Humanities,Technology,Science Club,Arts
S0396,19,Male,Private,Rural,62,46,90,49,69,12,Secondary,5923,Yes,Healthcare,Healthcare,None,STEM
S0397,19,Female,Private,Urban,62,65,69,75,48,11,Tertiary,2253,No,Healthcare,Business,Entrepreneurship Club,Healthcare
S0398,17,Female,Private,Rural,71,42,64,56,72,22,Primary,9394,Yes,Business,Education,Sports,Business
S0399,18,Male,Private,Rural,51,68,47,40,95,23,Primary,5183,No,Humanities,Education,Music,STEM
S0400,16,Male,Private,Rural,52,48,93,68,91,24,Primary,4557,Yes,Healthcare,Technology,Science Club,Humanities
S0401,17,Male,Public,Rural,36,65,83,48,64,28,Tertiary,7592,No,STEM,Education,None,Arts
S0402,19,Female,Public,Urban,68,57,72,79,53,18,Primary,2098,Yes,STEM,Arts,None,Business
S0403,15,Male,Public,Urban,56,75,40,80,50,20,Primary,4200,No,STEM,Education,None,Healthcare
S0404,19,Female,Private,Rural,54,63,44,56,92,17,Secondary,7980,Yes,Humanities,Healthcare,Science Club,Business
S0405,18,Male,Private,Rural,95,39,68,67,74,11,Tertiary,4961,No,Healthcare,Arts,Sports,Business
S0406,19,Male,Private,Rural,66,70,92,78,80,21,Tertiary,8015,No,Healthcare,Technology,Science Club,Healthcare
S0407,15,Female,Private,Urban,88,62,87,97,53,15,Secondary,6973,Yes,Business,Education,None,STEM
S0408,18,Female,Public,Urban,65,66,92,90,69,19,Tertiary,6433,No,Arts,Healthcare,None,Healthcare
S0409,19,Male,Public,Rural,55,47,52,45,80,29,Primary,5777,Yes,STEM,Education,Entrepreneurship Club,Healthcare
S0410,18,Male,Public,Urban,87,86,74,76,43,20,Tertiary,4869,Yes,Healthcare,Healthcare,Sports,Arts
S0411,16,Female,Public,Rural,63,80,45,56,43,23,Secondary,5234,No,Arts,Education,Entrepreneurship Club,Arts
S0412,16,Male,Private,Rural,66,86,66,96,67,25,Primary,5791,Yes,STEM,Arts,Science Club,Arts
S0413,19,Male,Public,Rural,81,50,41,82,47,26,Tertiary,2956,Yes,Business,Technology,Sports,Humanities
S0414,18,Female,Public,Rural,53,54,86,79,41,14,Primary,7800,Yes,Healthcare,Technology,Music,STEM
S0415,15,Female,Private,Urban,59,97,89,53,80,9,Tertiary,6067,No,Humanities,Technology,Sports,Humanities
S0416,19,Male,Private,Urban,86,86,91,100,85,23,Tertiary,2160,Yes,STEM,Arts,Entrepreneurship Club,Arts
S0417,16,Female,Private,Urban,78,100,43,90,61,26,Secondary,7699,No,Humanities,Business,Entrepreneurship Club,Healthcare
S0418,16,Female,Public,Rural,74,51,73,90,80,10,Secondary,8944,Yes,STEM,Healthcare,None,Humanities
S0419,19,Female,Public,Rural,90,37,97,94,95,14,Primary,6493,No,STEM,Technology,None,Arts
S0420,18,Female,Public,Urban,47,83,68,51,94,21,Secondary,3300,No,Business,Arts,Sports,STEM
S0421,16,Female,Private,Urban,91,80,100,95,55,21,Secondary,6911,Yes,Healthcare,Arts,Science Club,Humanities
S0422,18,Female,Private,Rural,63,86,39,85,68,26,Primary,5987,Yes,Business,Arts,Entrepreneurship Club,Business
S0423,16,Male,Public,Rural,64,49,50,81,88,31,Secondary,3527,No,Healthcare,Education,Science Club,STEM
S0424,16,Female,Public,Rural,73,60,88,96,87,13,Secondary,8015,No,Business,Education,Music,Humanities
S0425,17,Male,Public,Urban,65,58,46,54,69,20,Tertiary,7511,No,Healthcare,Business,Music,Business
S0426,16,Female,Public,Rural,82,78,66,89,51,26,Secondary,7254,No,Arts,Healthcare,Science Club,Business
S0427,15,Male,Public,Rural,78,61,70,49,74,17,Primary,3218,Yes,Business,Business,Sports,Healthcare
S0428,19,Male,Public,Rural,85,44,80,78,50,26,Primary,6496,Yes,Healthcare,Arts,Sports,Healthcare
S0429,19,Female,Public,Rural,67,48,93,77,85,10,Tertiary,6735,Yes,Business,Technology,None,Humanities
S0430,18,Male,Public,Rural,75,66,86,62,89,27,Primary,5104,No,Healthcare,Business,Science Club,STEM
S0431,16,Female,Public,Urban,83,67,71,41,60,26,Tertiary,4735,Yes,Humanities,Healthcare,Music,Arts
S0432,15,Female,Public,Urban,42,69,82,64,60,17,Tertiary,6555,No,Arts,Education,Entrepreneurship Club,Arts
S0433,18,Male,Public,Rural,86,92,94,51,44,22,Tertiary,2954,Yes,STEM,Business,Science Club,STEM
S0434,17,Female,Public,Rural,94,64,91,79,87,22,Primary,6565,No,Arts,Education,Entrepreneurship Club,Healthcare
S0435,18,Male,Public,Urban,51,66,45,51,59,14,Secondary,5446,No,STEM,Business,None,Humanities
S0436,18,Male,Public,Urban,52,97,100,49,76,25,Primary,3045,No,Healthcare,Arts,Science Club,Business
S0437,16,Male,Private,Rural,45,65,56,76,42,19,Secondary,8893,Yes,Arts,Education,Sports,Business
S0438,17,Female,Public,Rural,87,68,96,64,83,13,Secondary,3693,No,Business,Healthcare,Entrepreneurship Club,Arts
S0439,18,Male,Public,Urban,41,59,72,46,72,6,Secondary,8181,No,Healthcare,Business,Entrepreneurship Club,Healthcare
S0440,15,Male,Private,Rural,38,79,84,83,92,21,Tertiary,8373,Yes,Humanities,Education,Entrepreneurship Club,STEM
S0441,15,Female,Public,Rural,43,86,78,79,48,12,Secondary,5436,No,Healthcare,Business,Music,STEM
S0442,19,Female,Private,Urban,40,75,100,59,48,15,Primary,2562,No,STEM,Arts,Music,STEM
S0443,17,Male,Private,Urban,81,79,71,52,43,8,Primary,4485,Yes,Healthcare,Arts,Entrepreneurship Club,Arts
S0444,17,Female,Public,Rural,76,88,78,88,74,24,Secondary,7895,No,Humanities,Arts,Music,Business
S0445,19,Female,Private,Rural,73,88,99,92,56,24,Tertiary,5354,No,Healthcare,Technology,Entrepreneurship Club,Business
S0446,18,Male,Private,Rural,81,56,78,60,73,9,Tertiary,8170,Yes,Business,Healthcare,Music,STEM
S0447,17,Male,Private,Urban,75,92,78,69,63,27,Tertiary,2225,No,Healthcare,Technology,Entrepreneurship Club,Arts
S0448,15,Female,Private,Urban,86,48,67,79,71,12,Secondary,9444,No,Business,Healthcare,Science Club,Humanities
S0449,15,Female,Private,Rural,68,94,41,64,40,26,Secondary,6893,No,STEM,Business,Music,STEM
S0450,16,Male,Private,Rural,51,65,45,70,47,18,Secondary,9776,Yes,Humanities,Arts,Entrepreneurship Club,Business
S0451,17,Male,Private,Rural,62,89,52,100,84,10,Tertiary,8427,No,Arts,Business,Entrepreneurship Club,Arts
S0452,18,Male,Private,Rural,90,60,95,94,62,24,Primary,9022,Yes,Healthcare,Technology,Entrepreneurship Club,Humanities
S0453,19,Male,Private,Urban,81,57,53,70,86,8,Secondary,2959,Yes,Business,Arts,Sports,STEM
S0454,19,Male,Public,Rural,62,39,89,82,79,8,Primary,7600,Yes,STEM,Business,Music,Arts
S0455,18,Female,Public,Rural,66,85,72,39,51,30,Tertiary,6548,Yes,Healthcare,Healthcare,Sports,Arts
S0456,16,Male,Public,Rural,39,45,55,54,93,13,Primary,5067,Yes,Business,Healthcare,Music,Healthcare
S0457,19,Male,Public,Urban,75,68,93,99,51,11,Primary,9996,No,Healthcare,Business,Music,Healthcare
S0458,17,Male,Public,Urban,83,54,89,63,85,13,Primary,2815,Yes,Healthcare,Education,Sports,Healthcare
S0459,16,Female,Public,Rural,57,62,87,52,86,14,Primary,6754,No,Arts,Arts,Entrepreneurship Club,STEM
S0460,17,Male,Public,Rural,44,75,57,90,54,27,Tertiary,9683,Yes,STEM,Arts,Music,Arts
S0461,15,Female,Private,Rural,91,67,85,58,80,26,Tertiary,6642,Yes,Humanities,Education,Music,Humanities
S0462,16,Female,Private,Rural,70,59,71,81,58,12,Tertiary,7311,Yes,Healthcare,Technology,Entrepreneurship Club,Business
S0463,19,Female,Private,Urban,63,57,91,62,65,16,Tertiary,5120,No,Healthcare,Business,None,STEM
S0464,16,Male,Private,Rural,85,70,57,98,91,19,Tertiary,9679,No,Healthcare,Technology,Sports,Humanities
S0465,16,Male,Public,Rural,62,38,42,51,68,14,Secondary,2016,Yes,Humanities,Healthcare,Sports,Healthcare
S0466,16,Male,Public,Rural,100,79,42,67,61,27,Secondary,9339,Yes,Humanities,Business,Sports,Arts
S0467,16,Female,Private,Urban,93,79,74,92,79,12,Tertiary,3243,No,Arts,Business,Music,STEM
S0468,17,Female,Public,Rural,50,91,78,88,60,10,Tertiary,4205,No,Humanities,Education,Sports,Humanities
S0469,15,Male,Public,Rural,57,67,93,80,90,21,Tertiary,4524,No,Healthcare,Technology,None,Arts
S0470,18,Female,Private,Rural,50,91,55,94,77,9,Secondary,3069,Yes,Arts,Education,Entrepreneurship Club,Business
S0471,16,Male,Public,Urban,55,73,70,83,59,15,Secondary,5444,Yes,Healthcare,Education,Sports,Healthcare
S0472,19,Female,Private,Rural,95,49,81,64,68,9,Primary,4565,No,Business,Education,Music,Arts
S0473,16,Female,Public,Rural,69,47,56,80,90,9,Tertiary,8242,Yes,Humanities,Healthcare,Sports,STEM
S0474,19,Male,Public,Rural,92,57,93,71,43,27,Primary,7864,Yes,Arts,Business,Sports,Healthcare
S0475,17,Female,Public,Urban,95,99,99,81,94,8,Secondary,3060,Yes,Arts,Arts,Music,Healthcare
S0476,19,Male,Public,Urban,54,45,65,50,46,20,Tertiary,4327,Yes,Business,Business,Music,Healthcare
S0477,18,Male,Private,Urban,52,51,89,44,67,8,Secondary,5420,Yes,Humanities,Arts,Entrepreneurship Club,STEM
S0478,15,Female,Public,Rural,50,93,37,76,67,30,Primary,8640,No,Business,Business,Entrepreneurship Club,Humanities
S0479,19,Male,Public,Rural,93,63,81,71,43,29,Primary,2301,Yes,Humanities,Technology,None,Healthcare
S0480,19,Female,Public,Rural,71,41,68,94,61,25,Primary,6276,Yes,Humanities,Healthcare,None,Healthcare
S0481,15,Male,Private,Rural,92,45,71,69,51,25,Tertiary,2606,No,STEM,Technology,None,Humanities
S0482,18,Female,Private,Rural,43,100,79,74,84,8,Tertiary,5170,Yes,Humanities,Arts,Sports,Humanities
S0483,16,Female,Public,Rural,100,67,93,93,42,27,Secondary,2699,Yes,Business,Education,None,Humanities
S0484,19,Female,Public,Urban,60,81,92,98,61,14,Primary,7088,No,STEM,Business,Music,Healthcare
S0485,15,Female,Private,Urban,80,78,86,45,83,16,Primary,3139,No,Humanities,Business,Music,Business
S0486,17,Male,Public,Rural,100,53,63,89,41,8,Tertiary,2190,Yes,Business,Education,None,STEM
S0487,15,Male,Private,Urban,46,58,83,100,63,11,Tertiary,4300,No,Humanities,Education,Science Club,Healthcare
S0488,17,Male,Private,Rural,81,77,88,51,73,13,Primary,2980,No,STEM,Business,Science Club,Humanities
